time,rho,temperature,power,Tran,Shim1,Shim2,Reg
4.049999999999994,-273.16512919672425,20.000000000000284,4.725942236028313e-06,300.0,516.0,288.0,288.0
4.099999999999993,-255.5324524464937,20.000000000000288,4.967965388907871e-06,312.0,528.0,288.0,300.0
4.149999999999993,-232.98363290722318,20.00000000000029,5.311177277468504e-06,324.0,540.0,300.0,312.0
4.199999999999993,-210.25816609424527,20.0000000000003,5.710977570818182e-06,336.0,552.0,312.0,324.0
4.249999999999993,-187.38739122380656,20.000000000000306,6.178832438699128e-06,348.0,564.0,324.0,336.0
4.299999999999993,-164.40299528169936,20.000000000000313,6.732528863346322e-06,360.0,576.0,336.0,348.0
4.3499999999999925,-141.33691336396882,20.00000000000032,7.396703573854396e-06,372.0,588.0,348.0,360.0
4.399999999999992,-123.86429631314493,20.000000000000327,8.008508099166055e-06,384.0,600.0,360.0,360.0
4.449999999999992,-106.44475463150368,20.000000000000334,8.717352270496354e-06,396.0,612.0,372.0,360.0
4.499999999999992,-106.44475463150368,20.00000000000034,8.791713659749329e-06,396.0,612.0,372.0,360.0
4.549999999999992,-106.44475463150368,20.000000000000348,8.829864679763925e-06,396.0,612.0,372.0,360.0
4.599999999999992,-106.44475463150368,20.000000000000355,8.864771607912001e-06,396.0,612.0,372.0,360.0
4.6499999999999915,-106.44475463150368,20.000000000000362,8.898348954429837e-06,396.0,612.0,372.0,360.0
4.699999999999991,-106.44475463150368,20.00000000000037,8.930794907056756e-06,396.0,612.0,372.0,360.0
4.749999999999991,-106.44475463150368,20.000000000000377,8.962203398698026e-06,396.0,612.0,372.0,360.0
4.799999999999991,-106.44475463150368,20.000000000000384,8.992653818224589e-06,396.0,612.0,372.0,360.0
4.849999999999991,-106.44475463150368,20.00000000000039,9.022216984749437e-06,396.0,612.0,372.0,360.0
4.899999999999991,-106.44475463150368,20.000000000000398,9.050956393598463e-06,396.0,612.0,372.0,360.0
4.94999999999999,-106.44475463150368,20.000000000000405,9.078929088616234e-06,396.0,612.0,372.0,360.0
4.99999999999999,-106.44475463150368,20.000000000000416,9.106186414377214e-06,396.0,612.0,372.0,360.0
